_id,reactant,product,reaction,condition,template_r0,template_r1
1299,CC=C(C)C(C)=CC.C=CC,CC1C(C)=C(C)C(C)CC1C,[CH3:9][CH:7]=[C:5]([CH3:6])[C:3]([CH3:4])=[CH:2][CH3:10].[CH2:1]=[CH:8][CH3:11]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[C:5]([CH3:6])[CH:7]([CH3:8])[CH2:9][CH:10]1[CH3:11],加热,[CH3;D1;+0:3]-[CH;D3;+0:4]1-[CH2;D2;+0:9]-[CH;D3;+0:8](-[CH3;D1;+0:2])-[C;H0;D3;+0:7]=[C;H0;D3;+0:6]-[CH;D3;+0:5]-1-[CH3;D1;+0:1]>>[CH2;D1;+0:1]=[CH;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4]-[CH;D2;+0:5]=[C;H0;D3;+0:6]-[C;H0;D3;+0:7]=[CH;D2;+0:8]-[CH3;D1;+0:9],[C;D1;H3:1]-[C;H0;D3;+0:2]1=[C;H0;D3;+0:5](-[C;D1;H3:6])-[CH;D3;+0:7](-[CH3;D1;+0:10])-[CH2;D2;+0:8]-[CH;D3;+0:4](-[CH3;D1;+0:11])-[CH;D3;+0:3]-1-[CH3;D1;+0:9]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH;D2;+0:3]-[CH3;D1;+0:4])-[C;H0;D3;+0:5](-[C;D1;H3:6])=[CH;D2;+0:7]-[CH3;D1;+0:8].[CH2;D1;+0:9]=[CH;D2;+0:10]-[CH3;D1;+0:11]
1300,CC(C)=C(C)C(C)=CC.C=CC,CC1(C)C(C)=C(C)C(C)CC1C,[CH3:2][C:4]([CH3:5])=[C:6]([CH3:7])[C:8]([CH3:9])=[CH:10][CH3:11].[CH2:1]=[CH:12][CH3:3]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[C:6]([CH3:7])[CH:8]([CH3:9])[CH2:10][CH:11]1[CH3:12],加热,[CH3;D1;+0:6]-[CH;D3;+0:3](-[CH2;D2;+0:2]-[CH;D3;+0:1])-[C;H0;D4;+0:4](-[CH3;D1;+0:5])-[CH3;D1;+0:7]>>[C;H0;D3;+0:1]=[CH;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4].[CH2;D1;+0:5]=[CH;D2;+0:6]-[CH3;D1;+0:7],[C;D1;H3:1]-[CH;D3;+0:2]1-[C:3]=[C:4]-[C;H0;D4;+0:5](-[CH3;D1;+0:8])(-[CH3;D1;+0:10])-[CH;D3;+0:7](-[CH3;D1;+0:9])-[CH2;D2;+0:6]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C:3]=[C:4]-[CH3;D1;+0:5])=[CH;D2;+0:6]-[CH3;D1;+0:7].[CH2;D1;+0:8]=[CH;D2;+0:9]-[CH3;D1;+0:10]
1301,CC=CC=C(C)C.C=CC,CC1C=CC(C)(C)CC1C,[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[CH3:8].[CH2:10]=[CH:9][CH3:7]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([CH3:7])[CH2:8][CH:9]1[CH3:10],加热,[CH3;D1;+0:1]-[CH;D3;+0:2]1-[CH2;D2;+0:4]-[C;H0;D4;+0:5](-[CH3;D1;+0:3])-[CH;D2;+0:6]=[CH;D2;+0:7]-[CH;D3;+0:8]-1>>[CH2;D1;+0:1]=[CH;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH;D2;+0:7]=[CH;D2;+0:8],[C;D1;H3:1]-[CH;D3;+0:2]1-[CH;D2;+0:3]=[CH;D2;+0:4]-[C;H0;D4;+0:5](-[C;D1;H3:6])(-[CH3;D1;+0:10])-[CH2;D2;+0:7]-[CH;D3;+0:9]-1-[CH3;D1;+0:8]>>[C;D1;H3:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C;D1;H3:6])-[CH3;D1;+0:7].[CH2;D1;+0:8]=[CH;D2;+0:9]-[CH3;D1;+0:10]
1302,CC(C)=CC=C(C)C.C=CC,CC1(C)C=CC(C)(C)CC1C,[CH3:9][C:6]([CH3:8])=[CH:5][CH:4]=[C:2]([CH3:3])[CH3:10].[CH2:11]=[CH:1][CH3:7]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C:6]([CH3:7])([CH3:8])[CH2:9][CH:10]1[CH3:11],加热,[CH3;D1;+0:1]-[CH;D3;+0:4]1-[CH2;D2;+0:9]-[C;H0;D4;+0:8](-[CH3;D1;+0:3])-[CH;D2;+0:7]=[CH;D2;+0:6]-[C;H0;D4;+0:5]-1-[CH3;D1;+0:2]>>[CH2;D1;+0:1]=[CH;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH;D2;+0:7]=[C;H0;D3;+0:8]-[CH3;D1;+0:9],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:10])-[CH;D2;+0:4]=[CH;D2;+0:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[CH3;D1;+0:11])-[CH2;D2;+0:8]-[CH;D3;+0:3]-1-[CH3;D1;+0:9]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[CH3;D1;+0:3])=[CH;D2;+0:4]-[CH;D2;+0:5]=[C;H0;D3;+0:6](-[C;D1;H3:7])-[CH3;D1;+0:8].[CH2;D1;+0:9]=[CH;D2;+0:10]-[CH3;D1;+0:11]
1303,CC=C(C)C=C(C)C.C=CC,CC1C(C)=CC(C)(C)CC1C,[CH3:10][CH:2]=[C:3]([CH3:4])[CH:5]=[C:6]([CH3:7])[CH3:8].[CH2:11]=[CH:9][CH3:1]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[CH:5][C:6]([CH3:7])([CH3:8])[CH2:9][CH:10]1[CH3:11],加热,[CH3;D1;+0:6]-[CH;D3;+0:5]1-[CH2;D2;+0:7]-[C;H0;D4;+0:1]-[CH;D2;+0:2]=[C;H0;D3;+0:3]-[CH;D3;+0:4]-1-[CH3;D1;+0:8]>>[C;H0;D3;+0:1]=[CH;D2;+0:2]-[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH3;D1;+0:5].[CH2;D1;+0:6]=[CH;D2;+0:7]-[CH3;D1;+0:8],[C;D1;H3:1]-[C;H0;D3;+0:2]1=[CH;D2;+0:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[CH2;D2;+0:10]-[CH;D3;+0:4](-[CH3;D1;+0:9])-[CH;D3;+0:3]-1-[CH3;D1;+0:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH;D2;+0:3]-[CH3;D1;+0:4])-[CH;D2;+0:5]=[C;H0;D3;+0:6](-[C;D1;H3:7])-[C;D1;H3:8].[CH2;D1;+0:9]=[CH;D2;+0:10]-[CH3;D1;+0:11]
1304,CC(C)=C(C)C=C(C)C.C=CC,CC1(C)C(C)=CC(C)(C)CC1C,[CH3:8][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]=[C:7]([CH3:9])[CH3:10].[CH2:1]=[CH:11][CH3:12]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[CH:6][C:7]([CH3:8])([CH3:9])[CH2:10][CH:11]1[CH3:12],加热,[CH3;D1;+0:1]-[C;H0;D4;+0:7]1-[C;H0;D3;+0:6]=[CH;D2;+0:5]-[C;H0;D4;+0:4](-[CH3;D1;+0:8])-[CH2;D2;+0:3]-[CH;D3;+0:2]-1>>[CH2;D1;+0:1]=[CH;D2;+0:2].[CH3;D1;+0:3]-[C;H0;D3;+0:4]=[CH;D2;+0:5]-[C;H0;D3;+0:6]=[C;H0;D3;+0:7]-[CH3;D1;+0:8],[C;D1;H3:10]-[CH;D3;+0:11]1-[CH2;D2;+0:9]-[C;H0;D4;+0:7](-[C;D1;H3:8])(-[CH3;D1;+0:3])-[CH;D2;+0:6]=[C;H0;D3;+0:4](-[C;D1;H3:5])-[C;H0;D4;+0:2]-1(-[C;D1;H3:1])-[CH3;D1;+0:12]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[CH3;D1;+0:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[CH;D2;+0:6]=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH3;D1;+0:9].[C;D1;H3:10]-[CH;D2;+0:11]=[CH2;D1;+0:12]
1305,CC=C(C)C=C(C)C.C=CC,CC1C=C(C)C(C)(C)CC1C,[CH3:2][CH:3]=[C:10]([CH3:11])[CH:9]=[C:6]([CH3:7])[CH3:8].[CH2:1]=[CH:4][CH3:5]>>[CH3:1][CH:2]1[CH:3]=[C:4]([CH3:5])[C:6]([CH3:7])([CH3:8])[CH2:9][CH:10]1[CH3:11],加热,[CH3;D1;+0:6]-[CH;D3;+0:5]1-[CH;D2;+0:4]=[C;H0;D3;+0:7]-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-1>>[C;H0;D3;+0:1]=[CH;D2;+0:2]-[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH3;D1;+0:5].[CH2;D1;+0:6]=[CH;D2;+0:7],[C;D1;H3:1]-[CH;D3;+0:2]1-[CH2;D2;+0:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[C;H0;D3;+0:10](-[C;D1;H3:9])=[CH;D2;+0:3]-[CH;D3;+0:4]-1-[CH3;D1;+0:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH;D2;+0:3]-[CH3;D1;+0:4])-[CH;D2;+0:5]=[C;H0;D3;+0:6](-[C;D1;H3:7])-[C;D1;H3:8].[C;D1;H3:9]-[CH;D2;+0:10]=[CH2;D1;+0:11]
1306,CC(C)=C(C)C=C(C)C.C=CC,CC1(C)C=C(C)C(C)(C)CC1C,[CH3:8][C:7]([CH3:9])=[C:5]([CH3:6])[CH:4]=[C:2]([CH3:3])[CH3:11].[CH2:12]=[CH:10][CH3:1]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([CH3:6])[C:7]([CH3:8])([CH3:9])[CH2:10][CH:11]1[CH3:12],加热,[CH3;D1;+0:6]-[CH;D3;+0:5]1-[CH2;D2;+0:7]-[C;H0;D4;+0:1]-[C;H0;D3;+0:2]=[CH;D2;+0:3]-[C;H0;D4;+0:4]-1-[CH3;D1;+0:8]>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[CH;D2;+0:3]=[C;H0;D3;+0:4]-[CH3;D1;+0:5].[CH2;D1;+0:6]=[CH;D2;+0:7]-[CH3;D1;+0:8],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:12])-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C;D1;H3:6])-[C;H0;D4;+0:7](-[C;D1;H3:8])(-[C;D1;H3:9])-[CH2;D2;+0:11]-[CH;D3;+0:3]-1-[CH3;D1;+0:10]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[CH3;D1;+0:3])=[CH;D2;+0:4]-[C;H0;D3;+0:5](-[C;D1;H3:6])=[C;H0;D3;+0:7](-[C;D1;H3:8])-[C;D1;H3:9].[CH2;D1;+0:10]=[CH;D2;+0:11]-[CH3;D1;+0:12]
1307,CC=C(C)C(C)=C(C)C.C=CC,CC1C(C)=C(C)C(C)(C)CC1C,[CH3:1][CH:2]=[C:11]([CH3:12])[C:10]([CH3:6])=[C:7]([CH3:8])[CH3:9].[CH2:5]=[CH:3][CH3:4]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[C:5]([CH3:6])[C:7]([CH3:8])([CH3:9])[CH2:10][CH:11]1[CH3:12],加热,[CH3;D1;+0:3]-[C;H0;D3;+0:6]1=[C;H0;D3;+0:7]-[CH;D3;+0:5]-[CH;D3;+0:4]-[CH2;D2;+0:2]-[C;H0;D4;+0:1]-1>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2](-[CH3;D1;+0:3])-[C;H0;D3;+0:4]=[CH;D2;+0:5].[CH2;D1;+0:6]=[CH;D2;+0:7],[C;D1;H3:1]-[CH;D3;+0:2]1-[CH2;D2;+0:5]-[C;H0;D4;+0:7](-[C;D1;H3:8])(-[C;D1;H3:9])-[C;H0;D3;+0:12](-[CH3;D1;+0:6])=[C;H0;D3;+0:11](-[C;D1;H3:10])-[CH;D3;+0:3]-1-[C;D1;H3:4]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH;D2;+0:3]-[C;D1;H3:4])-[C;H0;D3;+0:5](-[CH3;D1;+0:6])=[C;H0;D3;+0:7](-[C;D1;H3:8])-[C;D1;H3:9].[C;D1;H3:10]-[CH;D2;+0:11]=[CH2;D1;+0:12]
1308,CC(C)=C(C)C(C)=C(C)C.C=CC,CC1(C)C(C)=C(C)C(C)(C)CC1C,[CH3:9][C:8]([CH3:10])=[C:6]([CH3:7])[C:4]([CH3:5])=[C:2]([CH3:3])[CH3:12].[CH2:1]=[CH:11][CH3:13]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[C:6]([CH3:7])[C:8]([CH3:9])([CH3:10])[CH2:11][CH:12]1[CH3:13],加热,[CH3;D1;+0:8]-[CH;D3;+0:5]1-[CH2;D2;+0:7]-[C;H0;D4;+0:1]-[C;H0;D3;+0:2]=[C;H0;D3;+0:3]-[C;H0;D4;+0:4]-1-[CH3;D1;+0:6]>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[C;H0;D3;+0:3]=[C;H0;D3;+0:4]-[CH3;D1;+0:5].[CH2;D1;+0:6]=[CH;D2;+0:7]-[CH3;D1;+0:8],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:12]-[CH;D3;+0:10](-[CH3;D1;+0:13])-[C;H0;D4;+0:8](-[C;D1;H3:9])(-[CH3;D1;+0:11])-[C;H0;D3;+0:6](-[C;D1;H3:7])=[C;H0;D3;+0:4]-1-[C;D1;H3:5]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[C;H0;D3;+0:6](-[C;D1;H3:7])=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH3;D1;+0:10].[CH2;D1;+0:11]=[CH;D2;+0:12]-[CH3;D1;+0:13]
1309,C=CC=C.C=C(C)C,C1C=CCCC1(C)C,[CH2:4]=[CH:3][CH:2]=[CH2:8].[CH2:1]=[C:6]([CH3:7])[CH3:5]>>[CH2:1]1[CH:2]=[CH:3][CH2:4][CH2:5][C:6]1([CH3:7])[CH3:8],加热,[CH3;D1;+0:7]-[C;H0;D4;+0:2]1-[CH2;D2;+0:1]-[CH;D2;+0:6]=[CH;D2;+0:5]-[CH2;D2;+0:4]-[CH2;D2;+0:3]-1>>[CH2;D1;+0:1]=[C;H0;D3;+0:2]-[CH3;D1;+0:3].[CH2;D1;+0:4]=[CH;D2;+0:5]-[CH;D2;+0:6]=[CH2;D1;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:8])-[CH2;D2;+0:3]-[CH;D2;+0:7]=[CH;D2;+0:6]-[CH2;D2;+0:5]-[CH2;D2;+0:4]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH2;D1;+0:3])-[CH3;D1;+0:4].[CH2;D1;+0:5]=[CH;D2;+0:6]-[CH;D2;+0:7]=[CH2;D1;+0:8]
1310,CC=CC=C.C=C(C)C,CC1C=CCCC1(C)C,[CH3:1][CH:2]=[CH:4][CH:5]=[CH2:3].[CH2:6]=[C:7]([CH3:8])[CH3:9]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH2:6][C:7]1([CH3:8])[CH3:9],加热,[C;H0;D4;+0:1]1-[CH2;D2;+0:2]-[CH2;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:3]-[CH;D3;+0:6]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6],[C;D1;H3:5]-[CH;D3;+0:6]1-[CH;D2;+0:9]=[CH;D2;+0:7]-[CH2;D2;+0:8]-[CH2;D2;+0:4]-[C;H0;D4;+0:2]-1(-[C;D1;H3:1])-[C;D1;H3:3]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[CH;D2;+0:6]=[CH;D2;+0:7]-[CH;D2;+0:8]=[CH2;D1;+0:9]
1311,CC(C)=CC=C.C=C(C)C,CC1(C)C=CCCC1(C)C,[CH3:9][C:8]([CH3:10])=[CH:7][CH:6]=[CH2:5].[CH2:4]=[C:2]([CH3:1])[CH3:3]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][CH2:6][CH2:7][C:8]1([CH3:9])[CH3:10],加热,[C;H0;D4;+0:1]1-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[CH;D2;+0:6]=[CH;D2;+0:2]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH2;D1;+0:6],[C;D1;H3:5]-[C;H0;D4;+0:6]1(-[C;D1;H3:7])-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:4]-[C;H0;D4;+0:2]-1(-[C;D1;H3:1])-[C;D1;H3:3]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[CH;D2;+0:8]-[CH;D2;+0:9]=[CH2;D1;+0:10]
1312,C=C(C)C=C.C=C(C)C,C1C(C)=CCCC1(C)C,[CH2:4]=[C:2]([CH3:3])[CH:1]=[CH2:5].[CH2:6]=[C:7]([CH3:8])[CH3:9]>>[CH2:1]1[C:2]([CH3:3])=[CH:4][CH2:5][CH2:6][C:7]1([CH3:8])[CH3:9],加热,[CH2;D2;+0:5]-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:4]-[CH;D2;+0:3]>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3].[CH2;D1;+0:4]=[CH;D2;+0:5],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:7]-[C:6]=[CH;D2;+0:5]-[CH2;D2;+0:8]-[CH2;D2;+0:4]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[CH2;D1;+0:5]=[C:6]-[CH;D2;+0:7]=[CH2;D1;+0:8]
1313,CC=C(C)C=C.C=C(C)C,CC1C(C)=CCCC1(C)C,[CH3:6][CH:7]=[C:8]([CH3:9])[CH:2]=[CH2:1].[CH2:5]=[C:3]([CH3:4])[CH3:10]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[CH:5][CH2:6][CH2:7][C:8]1([CH3:9])[CH3:10],加热,[CH3;D1;+0:3]-[C;H0;D4;+0:6]1-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[CH;D2;+0:1]=[C;H0;D3;+0:2]-[CH;D3;+0:5]-1-[CH3;D1;+0:4]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2]-[CH3;D1;+0:3].[CH2;D1;+0:4]=[CH;D2;+0:5]-[C;H0;D3;+0:6]=[CH;D2;+0:7]-[CH3;D1;+0:8],[C;D1;H3:7]-[C;H0;D3;+0:8]1=[CH;D2;+0:9]-[CH2;D2;+0:6]-[CH2;D2;+0:5]-[C;H0;D4;+0:2](-[C;D1;H3:1])(-[CH3;D1;+0:10])-[CH;D3;+0:3]-1-[CH3;D1;+0:4]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[CH;D2;+0:3]=[CH2;D1;+0:4])=[CH;D2;+0:5]-[CH3;D1;+0:6].[C;D1;H3:7]-[C;H0;D3;+0:8](=[CH2;D1;+0:9])-[CH3;D1;+0:10]
1314,CC(C)=C(C)C=C.C=C(C)C,CC1(C)C(C)=CCCC1(C)C,[CH3:8][C:9]([CH3:10])=[C:2]([CH3:1])[CH:4]=[CH2:6].[CH2:7]=[C:3]([CH3:5])[CH3:11]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[CH:6][CH2:7][CH2:8][C:9]1([CH3:10])[CH3:11],加热,[CH3;D1;+0:3]-[C;H0;D4;+0:8]1-[CH2;D2;+0:9]-[CH2;D2;+0:1]-[CH;D2;+0:5]=[C;H0;D3;+0:6](-[CH3;D1;+0:4])-[C;H0;D4;+0:7]-1-[CH3;D1;+0:2]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2](-[CH3;D1;+0:3])-[CH3;D1;+0:4].[CH2;D1;+0:5]=[CH;D2;+0:6]-[C;H0;D3;+0:7]=[C;H0;D3;+0:8]-[CH3;D1;+0:9],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:10])-[CH2;D2;+0:3]-[CH2;D2;+0:8]-[CH;D2;+0:7]=[C;H0;D3;+0:6](-[CH3;D1;+0:11])-[C;H0;D4;+0:4]-1(-[C;D1;H3:5])-[CH3;D1;+0:9]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[CH3;D1;+0:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[CH;D2;+0:6]=[CH2;D1;+0:7].[CH2;D1;+0:8]=[C;H0;D3;+0:9](-[CH3;D1;+0:10])-[CH3;D1;+0:11]
1315,CC=C(C)C=C.C=C(C)C,CC1C=C(C)CCC1(C)C,[CH3:1][CH:6]=[C:4]([CH3:5])[CH:3]=[CH2:2].[CH2:7]=[C:8]([CH3:9])[CH3:10]>>[CH3:1][CH:2]1[CH:3]=[C:4]([CH3:5])[CH2:6][CH2:7][C:8]1([CH3:9])[CH3:10],加热,[CH3;D1;+0:7]-[CH;D3;+0:3]1-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:6]-[C;H0;D3;+0:5]=[CH;D2;+0:4]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[CH;D2;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH3;D1;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[CH2;D2;+0:9]-[C;H0;D3;+0:6](-[C;D1;H3:5])=[CH;D2;+0:7]-[CH;D3;+0:8]-1-[CH3;D1;+0:10]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[CH;D2;+0:7]=[CH2;D1;+0:8])=[CH;D2;+0:9]-[CH3;D1;+0:10]
1316,CC(C)=C(C)C=C.C=C(C)C,CC1(C)C=C(C)CCC1(C)C,[CH3:10][C:9]([CH3:11])=[C:2]([CH3:1])[CH:4]=[CH2:5].[CH2:8]=[C:7]([CH3:6])[CH3:3]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([CH3:6])[CH2:7][CH2:8][C:9]1([CH3:10])[CH3:11],加热,[CH3;D1;+0:6]-[C;H0;D4;+0:1]-[C;H0;D4;+0:2]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:3]-[CH3;D1;+0:7]>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2].[CH2;D1;+0:3].[CH2;D1;+0:4]=[C;H0;D3;+0:5](-[CH3;D1;+0:6])-[CH3;D1;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C;H0;D3;+0:7](-[CH3;D1;+0:11])=[C:6]-[C;H0;D4;+0:4]-1(-[C;D1;H3:5])-[CH3;D1;+0:10]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[C:6]=[CH2;D1;+0:7].[CH2;D1;+0:8]=[C;H0;D3;+0:9](-[CH3;D1;+0:10])-[CH3;D1;+0:11]
1317,C=C(C)C(C)=C.C=C(C)C,C1C(C)=C(C)CCC1(C)C,[CH2:6]=[C:4]([CH3:5])[C:2]([CH3:3])=[CH2:1].[CH2:7]=[C:8]([CH3:9])[CH3:10]>>[CH2:1]1[C:2]([CH3:3])=[C:4]([CH3:5])[CH2:6][CH2:7][C:8]1([CH3:9])[CH3:10],加热,[C;H0;D3;+0:4]1=[C;H0;D3;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:2]-[C;H0;D4;+0:1]-[CH2;D2;+0:3]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[C;H0;D3;+0:4]-[C;H0;D3;+0:5]=[CH2;D1;+0:6],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:7]-[C;H0;D3;+0:6](-[C;D1;H3:5])=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH2;D2;+0:10]-[CH2;D2;+0:4]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](=[CH2;D1;+0:7])-[C;H0;D3;+0:8](-[C;D1;H3:9])=[CH2;D1;+0:10]
1318,CC=C(C)C(C)=C.C=C(C)C,CC1C(C)=C(C)CCC1(C)C,[CH3:1][CH:7]=[C:5]([CH3:6])[C:3]([CH3:4])=[CH2:2].[CH2:8]=[C:9]([CH3:10])[CH3:11]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[C:5]([CH3:6])[CH2:7][CH2:8][C:9]1([CH3:10])[CH3:11],加热,[CH3;D1;+0:7]-[CH;D3;+0:3]1-[C;H0;D3;+0:4]=[C;H0;D3;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:2]-[C;H0;D4;+0:1]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[C;H0;D3;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH3;D1;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[CH2;D2;+0:10]-[C;H0;D3;+0:8](-[C;D1;H3:9])=[C;H0;D3;+0:6](-[C;D1;H3:5])-[CH;D3;+0:7]-1-[CH3;D1;+0:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](=[CH2;D1;+0:7])-[C;H0;D3;+0:8](-[C;D1;H3:9])=[CH;D2;+0:10]-[CH3;D1;+0:11]
